pattern_text,pattern_length,support_count,support_percent,failure_type,class_size,min_support_count
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → TOOL → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → TOOL → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → ASSISTANT → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → TOOL → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → TOOL → ASSISTANT → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → TOOL → ASSISTANT → TOOL,5,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → TOOL → TOOL → ASSISTANT,5,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,4,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → ASSISTANT → TOOL,4,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → TOOL,4,419,44.432661717921526,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → TOOL,4,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → ASSISTANT → ASSISTANT → ASSISTANT,4,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → ASSISTANT → ASSISTANT → TOOL,4,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → ASSISTANT → TOOL → TOOL,4,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → TOOL → ASSISTANT → ASSISTANT,4,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → TOOL → ASSISTANT → TOOL,4,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → TOOL → TOOL → ASSISTANT,4,419,44.432661717921526,Intent Misunderstanding,943,48
USER → TOOL → TOOL → TOOL,4,419,44.432661717921526,Intent Misunderstanding,943,48
TOOL → TOOL → TOOL,3,419,44.432661717921526,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → USER → ASSISTANT,5,385,40.8271474019088,Intent Misunderstanding,943,48
ASSISTANT → TOOL → USER → ASSISTANT,4,385,40.8271474019088,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → USER,4,385,40.8271474019088,Intent Misunderstanding,943,48
USER → ASSISTANT → USER → ASSISTANT,4,385,40.8271474019088,Intent Misunderstanding,943,48
USER → TOOL → USER → ASSISTANT,4,385,40.8271474019088,Intent Misunderstanding,943,48
ASSISTANT → TOOL → USER,3,385,40.8271474019088,Intent Misunderstanding,943,48
ASSISTANT → USER → ASSISTANT,3,385,40.8271474019088,Intent Misunderstanding,943,48
TOOL → USER → ASSISTANT,3,385,40.8271474019088,Intent Misunderstanding,943,48
USER → ASSISTANT → USER,3,385,40.8271474019088,Intent Misunderstanding,943,48
USER → TOOL → USER,3,385,40.8271474019088,Intent Misunderstanding,943,48
ASSISTANT → USER,2,385,40.8271474019088,Intent Misunderstanding,943,48
TOOL → USER,2,385,40.8271474019088,Intent Misunderstanding,943,48
USER → USER → ASSISTANT → TOOL → ASSISTANT,5,331,35.100742311770944,Intent Misunderstanding,943,48
USER → USER → ASSISTANT → ASSISTANT,4,331,35.100742311770944,Intent Misunderstanding,943,48
USER → USER → ASSISTANT → TOOL,4,331,35.100742311770944,Intent Misunderstanding,943,48
USER → USER → TOOL → ASSISTANT,4,331,35.100742311770944,Intent Misunderstanding,943,48
USER → USER → TOOL,3,331,35.100742311770944,Intent Misunderstanding,943,48
ASSISTANT → TOOL → USER → ASSISTANT → TOOL → ASSISTANT,6,252,26.723223753976672,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → USER → ASSISTANT → ASSISTANT,6,252,26.723223753976672,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → USER → ASSISTANT → TOOL,6,252,26.723223753976672,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → USER → TOOL → ASSISTANT,6,252,26.723223753976672,Intent Misunderstanding,943,48
USER → ASSISTANT → USER → ASSISTANT → TOOL → ASSISTANT,6,252,26.723223753976672,Intent Misunderstanding,943,48
USER → TOOL → USER → ASSISTANT → TOOL → ASSISTANT,6,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → TOOL → USER → ASSISTANT → ASSISTANT,5,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → TOOL → USER → ASSISTANT → TOOL,5,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → TOOL → USER → TOOL → ASSISTANT,5,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → USER → ASSISTANT → TOOL → ASSISTANT,5,252,26.723223753976672,Intent Misunderstanding,943,48
TOOL → USER → ASSISTANT → TOOL → ASSISTANT,5,252,26.723223753976672,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → USER → TOOL,5,252,26.723223753976672,Intent Misunderstanding,943,48
USER → ASSISTANT → USER → ASSISTANT → ASSISTANT,5,252,26.723223753976672,Intent Misunderstanding,943,48
USER → ASSISTANT → USER → ASSISTANT → TOOL,5,252,26.723223753976672,Intent Misunderstanding,943,48
USER → ASSISTANT → USER → TOOL → ASSISTANT,5,252,26.723223753976672,Intent Misunderstanding,943,48
USER → TOOL → USER → ASSISTANT → ASSISTANT,5,252,26.723223753976672,Intent Misunderstanding,943,48
USER → TOOL → USER → ASSISTANT → TOOL,5,252,26.723223753976672,Intent Misunderstanding,943,48
USER → TOOL → USER → TOOL → ASSISTANT,5,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → TOOL → USER → TOOL,4,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → USER → ASSISTANT → ASSISTANT,4,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → USER → ASSISTANT → TOOL,4,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → USER → TOOL → ASSISTANT,4,252,26.723223753976672,Intent Misunderstanding,943,48
TOOL → USER → ASSISTANT → ASSISTANT,4,252,26.723223753976672,Intent Misunderstanding,943,48
TOOL → USER → ASSISTANT → TOOL,4,252,26.723223753976672,Intent Misunderstanding,943,48
TOOL → USER → TOOL → ASSISTANT,4,252,26.723223753976672,Intent Misunderstanding,943,48
USER → ASSISTANT → USER → TOOL,4,252,26.723223753976672,Intent Misunderstanding,943,48
USER → TOOL → USER → TOOL,4,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → USER → TOOL,3,252,26.723223753976672,Intent Misunderstanding,943,48
TOOL → USER → TOOL,3,252,26.723223753976672,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → TOOL → USER → ASSISTANT,6,246,26.08695652173913,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → TOOL → USER → ASSISTANT,6,246,26.08695652173913,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → USER,6,246,26.08695652173913,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → ASSISTANT → USER → ASSISTANT,6,246,26.08695652173913,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → TOOL → USER → ASSISTANT,6,246,26.08695652173913,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → TOOL → USER → ASSISTANT,6,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → USER → ASSISTANT,5,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → TOOL → USER,5,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → USER → ASSISTANT,5,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → USER → ASSISTANT,5,246,26.08695652173913,Intent Misunderstanding,943,48
TOOL → ASSISTANT → TOOL → USER → ASSISTANT,5,246,26.08695652173913,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → TOOL → USER,5,246,26.08695652173913,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → USER → ASSISTANT,5,246,26.08695652173913,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → ASSISTANT → USER,5,246,26.08695652173913,Intent Misunderstanding,943,48
USER → ASSISTANT → TOOL → TOOL → USER,5,246,26.08695652173913,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → TOOL → USER,5,246,26.08695652173913,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → USER → ASSISTANT,5,246,26.08695652173913,Intent Misunderstanding,943,48
USER → TOOL → TOOL → USER → ASSISTANT,5,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → USER,4,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → USER → ASSISTANT,4,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → USER,4,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → USER,4,246,26.08695652173913,Intent Misunderstanding,943,48
TOOL → ASSISTANT → TOOL → USER,4,246,26.08695652173913,Intent Misunderstanding,943,48
TOOL → ASSISTANT → USER → ASSISTANT,4,246,26.08695652173913,Intent Misunderstanding,943,48
TOOL → TOOL → USER → ASSISTANT,4,246,26.08695652173913,Intent Misunderstanding,943,48
USER → ASSISTANT → ASSISTANT → USER,4,246,26.08695652173913,Intent Misunderstanding,943,48
USER → TOOL → ASSISTANT → USER,4,246,26.08695652173913,Intent Misunderstanding,943,48
USER → TOOL → TOOL → USER,4,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → USER,3,246,26.08695652173913,Intent Misunderstanding,943,48
TOOL → ASSISTANT → USER,3,246,26.08695652173913,Intent Misunderstanding,943,48
TOOL → TOOL → USER,3,246,26.08695652173913,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
ASSISTANT → TOOL → TOOL → TOOL → TOOL → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
TOOL → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
TOOL → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,230,24.390243902439025,Intent Misunderstanding,943,48
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,230,24.390243902439025,Intent Misunderstanding,943,48
USER → ASSISTANT,2,834,100.0,Wrong Tool Selection,834,42
USER → ASSISTANT → TOOL → ASSISTANT,4,695,83.33333333333334,Wrong Tool Selection,834,42
ASSISTANT → TOOL → ASSISTANT,3,695,83.33333333333334,Wrong Tool Selection,834,42
USER → ASSISTANT → ASSISTANT,3,695,83.33333333333334,Wrong Tool Selection,834,42
USER → ASSISTANT → TOOL,3,695,83.33333333333334,Wrong Tool Selection,834,42
USER → TOOL → ASSISTANT,3,695,83.33333333333334,Wrong Tool Selection,834,42
ASSISTANT → ASSISTANT,2,695,83.33333333333334,Wrong Tool Selection,834,42
ASSISTANT → TOOL,2,695,83.33333333333334,Wrong Tool Selection,834,42
TOOL → ASSISTANT,2,695,83.33333333333334,Wrong Tool Selection,834,42
USER → TOOL,2,695,83.33333333333334,Wrong Tool Selection,834,42
USER → USER → ASSISTANT,3,552,66.18705035971223,Wrong Tool Selection,834,42
USER → USER,2,552,66.18705035971223,Wrong Tool Selection,834,42
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,540,64.74820143884892,Wrong Tool Selection,834,42
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,5,540,64.74820143884892,Wrong Tool Selection,834,42
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,540,64.74820143884892,Wrong Tool Selection,834,42
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,540,64.74820143884892,Wrong Tool Selection,834,42
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,5,540,64.74820143884892,Wrong Tool Selection,834,42
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,5,540,64.74820143884892,Wrong Tool Selection,834,42
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,5,540,64.74820143884892,Wrong Tool Selection,834,42
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,4,540,64.74820143884892,Wrong Tool Selection,834,42
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,4,540,64.74820143884892,Wrong Tool Selection,834,42
ASSISTANT → TOOL → ASSISTANT → TOOL,4,540,64.74820143884892,Wrong Tool Selection,834,42
ASSISTANT → TOOL → TOOL → ASSISTANT,4,540,64.74820143884892,Wrong Tool Selection,834,42
TOOL → ASSISTANT → TOOL → ASSISTANT,4,540,64.74820143884892,Wrong Tool Selection,834,42
USER → ASSISTANT → ASSISTANT → ASSISTANT,4,540,64.74820143884892,Wrong Tool Selection,834,42
USER → ASSISTANT → ASSISTANT → TOOL,4,540,64.74820143884892,Wrong Tool Selection,834,42
USER → ASSISTANT → TOOL → TOOL,4,540,64.74820143884892,Wrong Tool Selection,834,42
USER → TOOL → ASSISTANT → ASSISTANT,4,540,64.74820143884892,Wrong Tool Selection,834,42
USER → TOOL → ASSISTANT → TOOL,4,540,64.74820143884892,Wrong Tool Selection,834,42
USER → TOOL → TOOL → ASSISTANT,4,540,64.74820143884892,Wrong Tool Selection,834,42
ASSISTANT → ASSISTANT → ASSISTANT,3,540,64.74820143884892,Wrong Tool Selection,834,42
ASSISTANT → ASSISTANT → TOOL,3,540,64.74820143884892,Wrong Tool Selection,834,42
ASSISTANT → TOOL → TOOL,3,540,64.74820143884892,Wrong Tool Selection,834,42
TOOL → ASSISTANT → ASSISTANT,3,540,64.74820143884892,Wrong Tool Selection,834,42
TOOL → ASSISTANT → TOOL,3,540,64.74820143884892,Wrong Tool Selection,834,42
TOOL → TOOL → ASSISTANT,3,540,64.74820143884892,Wrong Tool Selection,834,42
USER → TOOL → TOOL,3,540,64.74820143884892,Wrong Tool Selection,834,42
TOOL → TOOL,2,540,64.74820143884892,Wrong Tool Selection,834,42
USER → ASSISTANT → TOOL → USER → ASSISTANT,5,405,48.561151079136685,Wrong Tool Selection,834,42
ASSISTANT → TOOL → USER → ASSISTANT,4,405,48.561151079136685,Wrong Tool Selection,834,42
USER → ASSISTANT → TOOL → USER,4,405,48.561151079136685,Wrong Tool Selection,834,42
USER → ASSISTANT → USER → ASSISTANT,4,405,48.561151079136685,Wrong Tool Selection,834,42
USER → TOOL → USER → ASSISTANT,4,405,48.561151079136685,Wrong Tool Selection,834,42
ASSISTANT → TOOL → USER,3,405,48.561151079136685,Wrong Tool Selection,834,42
ASSISTANT → USER → ASSISTANT,3,405,48.561151079136685,Wrong Tool Selection,834,42
TOOL → USER → ASSISTANT,3,405,48.561151079136685,Wrong Tool Selection,834,42
USER → ASSISTANT → USER,3,405,48.561151079136685,Wrong Tool Selection,834,42
USER → TOOL → USER,3,405,48.561151079136685,Wrong Tool Selection,834,42
ASSISTANT → USER,2,405,48.561151079136685,Wrong Tool Selection,834,42
TOOL → USER,2,405,48.561151079136685,Wrong Tool Selection,834,42
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,404,48.44124700239808,Wrong Tool Selection,834,42
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,404,48.44124700239808,Wrong Tool Selection,834,42
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,404,48.44124700239808,Wrong Tool Selection,834,42
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,404,48.44124700239808,Wrong Tool Selection,834,42
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,404,48.44124700239808,Wrong Tool Selection,834,42
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,404,48.44124700239808,Wrong Tool Selection,834,42
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,404,48.44124700239808,Wrong Tool Selection,834,42
