pattern_text,pattern_length,support_count,support_percent,failure_type,class_size,min_support_count
USER → ASSISTANT → TOOL → TOOL,4,327,61.23595505617978,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → ASSISTANT,4,327,61.23595505617978,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → TOOL,4,327,61.23595505617978,Intent Misunderstanding,534,27
USER → TOOL → TOOL → ASSISTANT,4,327,61.23595505617978,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → ASSISTANT,3,327,61.23595505617978,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL,3,327,61.23595505617978,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL,3,327,61.23595505617978,Intent Misunderstanding,534,27
TOOL → ASSISTANT → ASSISTANT,3,327,61.23595505617978,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL,3,327,61.23595505617978,Intent Misunderstanding,534,27
TOOL → TOOL → ASSISTANT,3,327,61.23595505617978,Intent Misunderstanding,534,27
USER → TOOL → TOOL,3,327,61.23595505617978,Intent Misunderstanding,534,27
TOOL → TOOL,2,327,61.23595505617978,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → TOOL → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → TOOL → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → ASSISTANT → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → TOOL → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → TOOL → ASSISTANT → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → TOOL → ASSISTANT → TOOL,5,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → TOOL → TOOL → ASSISTANT,5,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,4,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → ASSISTANT → TOOL,4,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → TOOL,4,242,45.31835205992509,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → TOOL,4,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → ASSISTANT → ASSISTANT → ASSISTANT,4,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → ASSISTANT → ASSISTANT → TOOL,4,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL → TOOL,4,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → TOOL → ASSISTANT → ASSISTANT,4,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → TOOL → ASSISTANT → TOOL,4,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → TOOL → TOOL → ASSISTANT,4,242,45.31835205992509,Intent Misunderstanding,534,27
USER → TOOL → TOOL → TOOL,4,242,45.31835205992509,Intent Misunderstanding,534,27
TOOL → TOOL → TOOL,3,242,45.31835205992509,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → USER → ASSISTANT,5,215,40.262172284644194,Intent Misunderstanding,534,27
ASSISTANT → TOOL → USER → ASSISTANT,4,215,40.262172284644194,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → USER,4,215,40.262172284644194,Intent Misunderstanding,534,27
USER → ASSISTANT → USER → ASSISTANT,4,215,40.262172284644194,Intent Misunderstanding,534,27
USER → TOOL → USER → ASSISTANT,4,215,40.262172284644194,Intent Misunderstanding,534,27
ASSISTANT → TOOL → USER,3,215,40.262172284644194,Intent Misunderstanding,534,27
ASSISTANT → USER → ASSISTANT,3,215,40.262172284644194,Intent Misunderstanding,534,27
TOOL → USER → ASSISTANT,3,215,40.262172284644194,Intent Misunderstanding,534,27
USER → ASSISTANT → USER,3,215,40.262172284644194,Intent Misunderstanding,534,27
USER → TOOL → USER,3,215,40.262172284644194,Intent Misunderstanding,534,27
ASSISTANT → USER,2,215,40.262172284644194,Intent Misunderstanding,534,27
TOOL → USER,2,215,40.262172284644194,Intent Misunderstanding,534,27
USER → USER → ASSISTANT → TOOL → ASSISTANT,5,196,36.70411985018727,Intent Misunderstanding,534,27
USER → USER → ASSISTANT → ASSISTANT,4,196,36.70411985018727,Intent Misunderstanding,534,27
USER → USER → ASSISTANT → TOOL,4,196,36.70411985018727,Intent Misunderstanding,534,27
USER → USER → TOOL → ASSISTANT,4,196,36.70411985018727,Intent Misunderstanding,534,27
USER → USER → TOOL,3,196,36.70411985018727,Intent Misunderstanding,534,27
ASSISTANT → TOOL → USER → ASSISTANT → TOOL → ASSISTANT,6,148,27.715355805243448,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → USER → ASSISTANT → ASSISTANT,6,148,27.715355805243448,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → USER → ASSISTANT → TOOL,6,148,27.715355805243448,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → USER → TOOL → ASSISTANT,6,148,27.715355805243448,Intent Misunderstanding,534,27
USER → ASSISTANT → USER → ASSISTANT → TOOL → ASSISTANT,6,148,27.715355805243448,Intent Misunderstanding,534,27
USER → TOOL → USER → ASSISTANT → TOOL → ASSISTANT,6,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → TOOL → USER → ASSISTANT → ASSISTANT,5,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → TOOL → USER → ASSISTANT → TOOL,5,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → TOOL → USER → TOOL → ASSISTANT,5,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → USER → ASSISTANT → TOOL → ASSISTANT,5,148,27.715355805243448,Intent Misunderstanding,534,27
TOOL → USER → ASSISTANT → TOOL → ASSISTANT,5,148,27.715355805243448,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → USER → TOOL,5,148,27.715355805243448,Intent Misunderstanding,534,27
USER → ASSISTANT → USER → ASSISTANT → ASSISTANT,5,148,27.715355805243448,Intent Misunderstanding,534,27
USER → ASSISTANT → USER → ASSISTANT → TOOL,5,148,27.715355805243448,Intent Misunderstanding,534,27
USER → ASSISTANT → USER → TOOL → ASSISTANT,5,148,27.715355805243448,Intent Misunderstanding,534,27
USER → TOOL → USER → ASSISTANT → ASSISTANT,5,148,27.715355805243448,Intent Misunderstanding,534,27
USER → TOOL → USER → ASSISTANT → TOOL,5,148,27.715355805243448,Intent Misunderstanding,534,27
USER → TOOL → USER → TOOL → ASSISTANT,5,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → TOOL → USER → TOOL,4,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → USER → ASSISTANT → ASSISTANT,4,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → USER → ASSISTANT → TOOL,4,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → USER → TOOL → ASSISTANT,4,148,27.715355805243448,Intent Misunderstanding,534,27
TOOL → USER → ASSISTANT → ASSISTANT,4,148,27.715355805243448,Intent Misunderstanding,534,27
TOOL → USER → ASSISTANT → TOOL,4,148,27.715355805243448,Intent Misunderstanding,534,27
TOOL → USER → TOOL → ASSISTANT,4,148,27.715355805243448,Intent Misunderstanding,534,27
USER → ASSISTANT → USER → TOOL,4,148,27.715355805243448,Intent Misunderstanding,534,27
USER → TOOL → USER → TOOL,4,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → USER → TOOL,3,148,27.715355805243448,Intent Misunderstanding,534,27
TOOL → USER → TOOL,3,148,27.715355805243448,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → TOOL → USER → ASSISTANT,6,142,26.591760299625467,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → TOOL → USER → ASSISTANT,6,142,26.591760299625467,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → USER,6,142,26.591760299625467,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → ASSISTANT → USER → ASSISTANT,6,142,26.591760299625467,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → TOOL → USER → ASSISTANT,6,142,26.591760299625467,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → TOOL → USER → ASSISTANT,6,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → USER → ASSISTANT,5,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → TOOL → USER,5,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → USER → ASSISTANT,5,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → USER → ASSISTANT,5,142,26.591760299625467,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL → USER → ASSISTANT,5,142,26.591760299625467,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → TOOL → USER,5,142,26.591760299625467,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → USER → ASSISTANT,5,142,26.591760299625467,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → ASSISTANT → USER,5,142,26.591760299625467,Intent Misunderstanding,534,27
USER → ASSISTANT → TOOL → TOOL → USER,5,142,26.591760299625467,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → TOOL → USER,5,142,26.591760299625467,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → USER → ASSISTANT,5,142,26.591760299625467,Intent Misunderstanding,534,27
USER → TOOL → TOOL → USER → ASSISTANT,5,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → USER,4,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → USER → ASSISTANT,4,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → USER,4,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → USER,4,142,26.591760299625467,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL → USER,4,142,26.591760299625467,Intent Misunderstanding,534,27
TOOL → ASSISTANT → USER → ASSISTANT,4,142,26.591760299625467,Intent Misunderstanding,534,27
TOOL → TOOL → USER → ASSISTANT,4,142,26.591760299625467,Intent Misunderstanding,534,27
USER → ASSISTANT → ASSISTANT → USER,4,142,26.591760299625467,Intent Misunderstanding,534,27
USER → TOOL → ASSISTANT → USER,4,142,26.591760299625467,Intent Misunderstanding,534,27
USER → TOOL → TOOL → USER,4,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → USER,3,142,26.591760299625467,Intent Misunderstanding,534,27
TOOL → ASSISTANT → USER,3,142,26.591760299625467,Intent Misunderstanding,534,27
TOOL → TOOL → USER,3,142,26.591760299625467,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
ASSISTANT → TOOL → TOOL → TOOL → TOOL → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
TOOL → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
TOOL → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,130,24.344569288389515,Intent Misunderstanding,534,27
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,130,24.344569288389515,Intent Misunderstanding,534,27
USER → ASSISTANT,2,359,100.0,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT,4,296,82.45125348189416,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT,3,296,82.45125348189416,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT,3,296,82.45125348189416,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL,3,296,82.45125348189416,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT,3,296,82.45125348189416,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT,2,296,82.45125348189416,Wrong Tool Selection,359,18
ASSISTANT → TOOL,2,296,82.45125348189416,Wrong Tool Selection,359,18
TOOL → ASSISTANT,2,296,82.45125348189416,Wrong Tool Selection,359,18
USER → TOOL,2,296,82.45125348189416,Wrong Tool Selection,359,18
USER → USER → ASSISTANT,3,227,63.231197771587745,Wrong Tool Selection,359,18
USER → USER,2,227,63.231197771587745,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,225,62.67409470752089,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,5,225,62.67409470752089,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,225,62.67409470752089,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,225,62.67409470752089,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,5,225,62.67409470752089,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,5,225,62.67409470752089,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,5,225,62.67409470752089,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,4,225,62.67409470752089,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,4,225,62.67409470752089,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → TOOL,4,225,62.67409470752089,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → ASSISTANT,4,225,62.67409470752089,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → ASSISTANT,4,225,62.67409470752089,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → ASSISTANT,4,225,62.67409470752089,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → TOOL,4,225,62.67409470752089,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → TOOL,4,225,62.67409470752089,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → ASSISTANT,4,225,62.67409470752089,Wrong Tool Selection,359,18
USER → TOOL → ASSISTANT → TOOL,4,225,62.67409470752089,Wrong Tool Selection,359,18
USER → TOOL → TOOL → ASSISTANT,4,225,62.67409470752089,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → ASSISTANT,3,225,62.67409470752089,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL,3,225,62.67409470752089,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL,3,225,62.67409470752089,Wrong Tool Selection,359,18
TOOL → ASSISTANT → ASSISTANT,3,225,62.67409470752089,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL,3,225,62.67409470752089,Wrong Tool Selection,359,18
TOOL → TOOL → ASSISTANT,3,225,62.67409470752089,Wrong Tool Selection,359,18
USER → TOOL → TOOL,3,225,62.67409470752089,Wrong Tool Selection,359,18
TOOL → TOOL,2,225,62.67409470752089,Wrong Tool Selection,359,18
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,157,43.73259052924791,Wrong Tool Selection,359,18
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,157,43.73259052924791,Wrong Tool Selection,359,18
