pattern_text,pattern_length,overall_support_count,overall_support_percent,Intent_Misunderstanding_count,Intent_Misunderstanding_percent,Wrong_Tool_Selection_count,Wrong_Tool_Selection_percent,Parameter_Hallucination_count,Parameter_Hallucination_percent,Execution_Cascading_Error_count,Execution_Cascading_Error_percent,No_Failure_count,No_Failure_percent
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,5,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,5,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,5,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
ASSISTANT → TOOL → ASSISTANT → TOOL,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
ASSISTANT → TOOL → TOOL → ASSISTANT,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
TOOL → ASSISTANT → TOOL → ASSISTANT,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → ASSISTANT → ASSISTANT → ASSISTANT,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → ASSISTANT → ASSISTANT → TOOL,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → ASSISTANT → TOOL → TOOL,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → TOOL → ASSISTANT → ASSISTANT,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → TOOL → ASSISTANT → TOOL,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → TOOL → TOOL → ASSISTANT,4,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
ASSISTANT → ASSISTANT → ASSISTANT,3,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
ASSISTANT → ASSISTANT → TOOL,3,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
ASSISTANT → TOOL → TOOL,3,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
TOOL → ASSISTANT → ASSISTANT,3,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
TOOL → ASSISTANT → TOOL,3,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
TOOL → TOOL → ASSISTANT,3,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → TOOL → TOOL,3,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
TOOL → TOOL,2,1385,65.7957244655582,327,61.23595505617978,225,62.67409470752089,261,72.09944751381215,475,84.67023172905526,97,33.56401384083045
USER → USER → ASSISTANT,3,1209,57.43467933491686,341,63.857677902621724,227,63.231197771587745,207,57.182320441988956,388,69.16221033868094,46,15.916955017301039
USER → USER,2,1209,57.43467933491686,341,63.857677902621724,227,63.231197771587745,207,57.182320441988956,388,69.16221033868094,46,15.916955017301039
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,999,47.458432304038006,242,45.31835205992509,157,43.73259052924791,201,55.52486187845304,350,62.38859180035651,49,16.955017301038062
