pattern_text,failure_type,overall_support_percent,class_support_percent,enrichment_ratio
USER → ASSISTANT → ASSISTANT,Execution/Cascading Error,83.075,99.46062567421791,1.197238948831994
USER → ASSISTANT → TOOL,Execution/Cascading Error,83.075,99.46062567421791,1.197238948831994
USER → TOOL → ASSISTANT,Execution/Cascading Error,83.075,99.46062567421791,1.197238948831994
ASSISTANT → ASSISTANT,Execution/Cascading Error,83.075,99.46062567421791,1.197238948831994
ASSISTANT → TOOL,Execution/Cascading Error,83.075,99.46062567421791,1.197238948831994
TOOL → ASSISTANT,Execution/Cascading Error,83.075,99.46062567421791,1.197238948831994
USER → TOOL,Execution/Cascading Error,83.075,99.46062567421791,1.197238948831994
USER → USER → ASSISTANT,Execution/Cascading Error,58.199999999999996,69.47141316073355,1.1936668927961092
USER → USER,Execution/Cascading Error,58.199999999999996,69.47141316073355,1.1936668927961092
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,Parameter Hallucination,47.425,54.76510067114094,1.1547728133081907
USER → USER → ASSISTANT,Wrong Tool Selection,58.199999999999996,66.18705035971223,1.1372345422630967
USER → USER,Wrong Tool Selection,58.199999999999996,66.18705035971223,1.1372345422630967
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
ASSISTANT → TOOL → ASSISTANT → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
ASSISTANT → TOOL → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → ASSISTANT → ASSISTANT → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → ASSISTANT → ASSISTANT → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → ASSISTANT → TOOL → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → TOOL → ASSISTANT → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → TOOL → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
ASSISTANT → ASSISTANT → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
ASSISTANT → ASSISTANT → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
ASSISTANT → TOOL → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
TOOL → ASSISTANT → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
TOOL → TOOL → ASSISTANT,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → TOOL → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
TOOL → TOOL,Parameter Hallucination,65.85,72.48322147651007,1.1007322927336383
USER → USER → ASSISTANT,Intent Misunderstanding,58.199999999999996,62.142099681866384,1.0677336715097319
USER → USER,Intent Misunderstanding,58.199999999999996,62.142099681866384,1.0677336715097319
USER → USER → ASSISTANT,Parameter Hallucination,58.199999999999996,60.939597315436245,1.0470721188219287
USER → USER,Parameter Hallucination,58.199999999999996,60.939597315436245,1.0470721188219287
USER → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,83.075,86.71140939597315,1.0437726078359693
ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,83.075,86.71140939597315,1.0437726078359693
USER → ASSISTANT → ASSISTANT,Parameter Hallucination,83.075,86.71140939597315,1.0437726078359693
USER → ASSISTANT → TOOL,Parameter Hallucination,83.075,86.71140939597315,1.0437726078359693
USER → TOOL → ASSISTANT,Parameter Hallucination,83.075,86.71140939597315,1.0437726078359693
ASSISTANT → ASSISTANT,Parameter Hallucination,83.075,86.71140939597315,1.0437726078359693
ASSISTANT → TOOL,Parameter Hallucination,83.075,86.71140939597315,1.0437726078359693
TOOL → ASSISTANT,Parameter Hallucination,83.075,86.71140939597315,1.0437726078359693
USER → TOOL,Parameter Hallucination,83.075,86.71140939597315,1.0437726078359693
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,Wrong Tool Selection,47.425,48.44124700239808,1.0214285082213617
USER → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,83.075,83.33333333333334,1.0031096398836394
ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,83.075,83.33333333333334,1.0031096398836394
USER → ASSISTANT → ASSISTANT,Wrong Tool Selection,83.075,83.33333333333334,1.0031096398836394
USER → ASSISTANT → TOOL,Wrong Tool Selection,83.075,83.33333333333334,1.0031096398836394
USER → TOOL → ASSISTANT,Wrong Tool Selection,83.075,83.33333333333334,1.0031096398836394
ASSISTANT → ASSISTANT,Wrong Tool Selection,83.075,83.33333333333334,1.0031096398836394
ASSISTANT → TOOL,Wrong Tool Selection,83.075,83.33333333333334,1.0031096398836394
TOOL → ASSISTANT,Wrong Tool Selection,83.075,83.33333333333334,1.0031096398836394
USER → TOOL,Wrong Tool Selection,83.075,83.33333333333334,1.0031096398836394
USER → ASSISTANT,Intent Misunderstanding,100.0,100.0,1.0
USER → ASSISTANT,Wrong Tool Selection,100.0,100.0,1.0
USER → ASSISTANT,Parameter Hallucination,100.0,100.0,1.0
USER → ASSISTANT,Execution/Cascading Error,100.0,100.0,1.0
USER → ASSISTANT,No Failure,100.0,100.0,1.0
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
ASSISTANT → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
ASSISTANT → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → ASSISTANT → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → ASSISTANT → ASSISTANT → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → ASSISTANT → TOOL → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
ASSISTANT → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
ASSISTANT → ASSISTANT → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
ASSISTANT → TOOL → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
TOOL → ASSISTANT → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
TOOL → TOOL → ASSISTANT,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
USER → TOOL → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
TOOL → TOOL,Wrong Tool Selection,65.85,64.74820143884892,0.9832680552596649
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,Intent Misunderstanding,47.425,44.432661717921526,0.936903778975678
USER → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,83.075,77.20042417815482,0.929285876354557
ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,83.075,77.20042417815482,0.929285876354557
USER → ASSISTANT → ASSISTANT,Intent Misunderstanding,83.075,77.20042417815482,0.929285876354557
USER → ASSISTANT → TOOL,Intent Misunderstanding,83.075,77.20042417815482,0.929285876354557
USER → TOOL → ASSISTANT,Intent Misunderstanding,83.075,77.20042417815482,0.929285876354557
ASSISTANT → ASSISTANT,Intent Misunderstanding,83.075,77.20042417815482,0.929285876354557
ASSISTANT → TOOL,Intent Misunderstanding,83.075,77.20042417815482,0.929285876354557
TOOL → ASSISTANT,Intent Misunderstanding,83.075,77.20042417815482,0.929285876354557
USER → TOOL,Intent Misunderstanding,83.075,77.20042417815482,0.929285876354557
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
ASSISTANT → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
ASSISTANT → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → ASSISTANT → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → ASSISTANT → ASSISTANT → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → ASSISTANT → TOOL → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
ASSISTANT → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
ASSISTANT → ASSISTANT → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
ASSISTANT → TOOL → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
TOOL → ASSISTANT → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
TOOL → TOOL → ASSISTANT,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → TOOL → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
TOOL → TOOL,Intent Misunderstanding,65.85,61.08165429480382,0.9275877645376435
USER → ASSISTANT → TOOL → ASSISTANT,No Failure,83.075,60.254083484573506,0.7252974238287512
ASSISTANT → TOOL → ASSISTANT,No Failure,83.075,60.254083484573506,0.7252974238287512
USER → ASSISTANT → ASSISTANT,No Failure,83.075,60.254083484573506,0.7252974238287512
USER → ASSISTANT → TOOL,No Failure,83.075,60.254083484573506,0.7252974238287512
USER → TOOL → ASSISTANT,No Failure,83.075,60.254083484573506,0.7252974238287512
ASSISTANT → ASSISTANT,No Failure,83.075,60.254083484573506,0.7252974238287512
ASSISTANT → TOOL,No Failure,83.075,60.254083484573506,0.7252974238287512
TOOL → ASSISTANT,No Failure,83.075,60.254083484573506,0.7252974238287512
USER → TOOL,No Failure,83.075,60.254083484573506,0.7252974238287512
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
ASSISTANT → TOOL → ASSISTANT → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
ASSISTANT → TOOL → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → ASSISTANT → ASSISTANT → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → ASSISTANT → ASSISTANT → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → ASSISTANT → TOOL → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → TOOL → ASSISTANT → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → TOOL → ASSISTANT → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → TOOL → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
ASSISTANT → ASSISTANT → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
ASSISTANT → ASSISTANT → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
ASSISTANT → TOOL → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
TOOL → ASSISTANT → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
TOOL → ASSISTANT → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
TOOL → TOOL → ASSISTANT,No Failure,65.85,34.30127041742287,0.5209000822691401
USER → TOOL → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
TOOL → TOOL,No Failure,65.85,34.30127041742287,0.5209000822691401
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,47.425,17.78584392014519,0.3750309735402254
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,No Failure,47.425,17.78584392014519,0.3750309735402254
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,No Failure,47.425,17.78584392014519,0.3750309735402254
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,No Failure,47.425,17.78584392014519,0.3750309735402254
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,No Failure,47.425,17.78584392014519,0.3750309735402254
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,47.425,17.78584392014519,0.3750309735402254
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,47.425,17.78584392014519,0.3750309735402254
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,No Failure,47.425,17.78584392014519,0.3750309735402254
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,No Failure,47.425,17.78584392014519,0.3750309735402254
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,No Failure,47.425,17.78584392014519,0.3750309735402254
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,No Failure,47.425,17.78584392014519,0.3750309735402254
