pattern_text,pattern_length,support_count,support_percent
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,999,47.458432304038006
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,999,47.458432304038006
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,999,47.458432304038006
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,999,47.458432304038006
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,999,47.458432304038006
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,999,47.458432304038006
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,999,47.458432304038006
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,999,47.458432304038006
USER → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,999,47.458432304038006
USER → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,999,47.458432304038006
USER → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,999,47.458432304038006
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,999,47.458432304038006
USER → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,999,47.458432304038006
USER → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,999,47.458432304038006
USER → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,999,47.458432304038006
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,999,47.458432304038006
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,999,47.458432304038006
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,5,999,47.458432304038006
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,5,999,47.458432304038006
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,999,47.458432304038006
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,5,999,47.458432304038006
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,5,999,47.458432304038006
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,5,999,47.458432304038006
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,5,999,47.458432304038006
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,5,999,47.458432304038006
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,5,999,47.458432304038006
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,5,999,47.458432304038006
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,5,999,47.458432304038006
TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,5,999,47.458432304038006
TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,5,999,47.458432304038006
USER → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,5,999,47.458432304038006
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,5,999,47.458432304038006
USER → ASSISTANT → ASSISTANT → TOOL → TOOL,5,999,47.458432304038006
USER → ASSISTANT → TOOL → TOOL → TOOL,5,999,47.458432304038006
USER → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,5,999,47.458432304038006
USER → TOOL → ASSISTANT → ASSISTANT → TOOL,5,999,47.458432304038006
USER → TOOL → ASSISTANT → TOOL → TOOL,5,999,47.458432304038006
USER → TOOL → TOOL → ASSISTANT → ASSISTANT,5,999,47.458432304038006
USER → TOOL → TOOL → ASSISTANT → TOOL,5,999,47.458432304038006
USER → TOOL → TOOL → TOOL → ASSISTANT,5,999,47.458432304038006
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,4,999,47.458432304038006
ASSISTANT → ASSISTANT → ASSISTANT → TOOL,4,999,47.458432304038006
ASSISTANT → ASSISTANT → TOOL → TOOL,4,999,47.458432304038006
ASSISTANT → TOOL → TOOL → TOOL,4,999,47.458432304038006
TOOL → ASSISTANT → ASSISTANT → ASSISTANT,4,999,47.458432304038006
TOOL → ASSISTANT → ASSISTANT → TOOL,4,999,47.458432304038006
TOOL → ASSISTANT → TOOL → TOOL,4,999,47.458432304038006
TOOL → TOOL → ASSISTANT → ASSISTANT,4,999,47.458432304038006
TOOL → TOOL → ASSISTANT → TOOL,4,999,47.458432304038006
TOOL → TOOL → TOOL → ASSISTANT,4,999,47.458432304038006
USER → TOOL → TOOL → TOOL,4,999,47.458432304038006
TOOL → TOOL → TOOL,3,999,47.458432304038006
USER → ASSISTANT → TOOL → USER → ASSISTANT,5,896,42.565320665083135
ASSISTANT → TOOL → USER → ASSISTANT,4,896,42.565320665083135
USER → ASSISTANT → TOOL → USER,4,896,42.565320665083135
USER → ASSISTANT → USER → ASSISTANT,4,896,42.565320665083135
USER → TOOL → USER → ASSISTANT,4,896,42.565320665083135
ASSISTANT → TOOL → USER,3,896,42.565320665083135
ASSISTANT → USER → ASSISTANT,3,896,42.565320665083135
TOOL → USER → ASSISTANT,3,896,42.565320665083135
USER → ASSISTANT → USER,3,896,42.565320665083135
USER → TOOL → USER,3,896,42.565320665083135
ASSISTANT → USER,2,896,42.565320665083135
TOOL → USER,2,896,42.565320665083135
USER → USER → ASSISTANT → TOOL → ASSISTANT,5,707,33.58669833729216
USER → USER → ASSISTANT → ASSISTANT,4,707,33.58669833729216
USER → USER → ASSISTANT → TOOL,4,707,33.58669833729216
USER → USER → TOOL → ASSISTANT,4,707,33.58669833729216
USER → USER → TOOL,3,707,33.58669833729216
ASSISTANT → TOOL → ASSISTANT → TOOL → USER → ASSISTANT,6,638,30.30878859857482
USER → ASSISTANT → ASSISTANT → TOOL → USER → ASSISTANT,6,638,30.30878859857482
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → USER,6,638,30.30878859857482
USER → ASSISTANT → TOOL → ASSISTANT → USER → ASSISTANT,6,638,30.30878859857482
USER → ASSISTANT → TOOL → TOOL → USER → ASSISTANT,6,638,30.30878859857482
USER → TOOL → ASSISTANT → TOOL → USER → ASSISTANT,6,638,30.30878859857482
ASSISTANT → ASSISTANT → TOOL → USER → ASSISTANT,5,638,30.30878859857482
ASSISTANT → TOOL → ASSISTANT → TOOL → USER,5,638,30.30878859857482
ASSISTANT → TOOL → ASSISTANT → USER → ASSISTANT,5,638,30.30878859857482
ASSISTANT → TOOL → TOOL → USER → ASSISTANT,5,638,30.30878859857482
TOOL → ASSISTANT → TOOL → USER → ASSISTANT,5,638,30.30878859857482
USER → ASSISTANT → ASSISTANT → TOOL → USER,5,638,30.30878859857482
USER → ASSISTANT → ASSISTANT → USER → ASSISTANT,5,638,30.30878859857482
USER → ASSISTANT → TOOL → ASSISTANT → USER,5,638,30.30878859857482
USER → ASSISTANT → TOOL → TOOL → USER,5,638,30.30878859857482
USER → TOOL → ASSISTANT → TOOL → USER,5,638,30.30878859857482
USER → TOOL → ASSISTANT → USER → ASSISTANT,5,638,30.30878859857482
USER → TOOL → TOOL → USER → ASSISTANT,5,638,30.30878859857482
ASSISTANT → ASSISTANT → TOOL → USER,4,638,30.30878859857482
ASSISTANT → ASSISTANT → USER → ASSISTANT,4,638,30.30878859857482
ASSISTANT → TOOL → ASSISTANT → USER,4,638,30.30878859857482
ASSISTANT → TOOL → TOOL → USER,4,638,30.30878859857482
TOOL → ASSISTANT → TOOL → USER,4,638,30.30878859857482
TOOL → ASSISTANT → USER → ASSISTANT,4,638,30.30878859857482
TOOL → TOOL → USER → ASSISTANT,4,638,30.30878859857482
USER → ASSISTANT → ASSISTANT → USER,4,638,30.30878859857482
USER → TOOL → ASSISTANT → USER,4,638,30.30878859857482
USER → TOOL → TOOL → USER,4,638,30.30878859857482
ASSISTANT → ASSISTANT → USER,3,638,30.30878859857482
TOOL → ASSISTANT → USER,3,638,30.30878859857482
TOOL → TOOL → USER,3,638,30.30878859857482
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,581,27.600950118764843
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,581,27.600950118764843
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,581,27.600950118764843
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,581,27.600950118764843
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,581,27.600950118764843
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,581,27.600950118764843
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,581,27.600950118764843
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,581,27.600950118764843
ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,581,27.600950118764843
ASSISTANT → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,581,27.600950118764843
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,6,581,27.600950118764843
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,6,581,27.600950118764843
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → TOOL,6,581,27.600950118764843
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → TOOL,6,581,27.600950118764843
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,581,27.600950118764843
ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT → TOOL,6,581,27.600950118764843
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → TOOL,6,581,27.600950118764843
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT → ASSISTANT,6,581,27.600950118764843
ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT → TOOL,6,581,27.600950118764843
ASSISTANT → TOOL → TOOL → TOOL → TOOL → ASSISTANT,6,581,27.600950118764843
TOOL → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,581,27.600950118764843
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,581,27.600950118764843
TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,6,581,27.600950118764843
TOOL → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,6,581,27.600950118764843
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,581,27.600950118764843
TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL,6,581,27.600950118764843
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL,6,581,27.600950118764843
TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT → ASSISTANT,6,581,27.600950118764843
TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL,6,581,27.600950118764843
TOOL → ASSISTANT → TOOL → TOOL → TOOL → ASSISTANT,6,581,27.600950118764843
TOOL → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,6,581,27.600950118764843
TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,6,581,27.600950118764843
TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,6,581,27.600950118764843
TOOL → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,6,581,27.600950118764843
TOOL → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,6,581,27.600950118764843
USER → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,6,581,27.600950118764843
USER → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,6,581,27.600950118764843
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → TOOL,6,581,27.600950118764843
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → TOOL,6,581,27.600950118764843
USER → ASSISTANT → TOOL → TOOL → TOOL → TOOL,6,581,27.600950118764843
USER → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,6,581,27.600950118764843
USER → TOOL → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,6,581,27.600950118764843
USER → TOOL → ASSISTANT → ASSISTANT → TOOL → TOOL,6,581,27.600950118764843
USER → TOOL → ASSISTANT → TOOL → TOOL → TOOL,6,581,27.600950118764843
USER → TOOL → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,6,581,27.600950118764843
USER → TOOL → TOOL → ASSISTANT → ASSISTANT → TOOL,6,581,27.600950118764843
USER → TOOL → TOOL → ASSISTANT → TOOL → TOOL,6,581,27.600950118764843
USER → TOOL → TOOL → TOOL → ASSISTANT → ASSISTANT,6,581,27.600950118764843
USER → TOOL → TOOL → TOOL → ASSISTANT → TOOL,6,581,27.600950118764843
USER → TOOL → TOOL → TOOL → TOOL → ASSISTANT,6,581,27.600950118764843
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT,5,581,27.600950118764843
ASSISTANT → ASSISTANT → ASSISTANT → ASSISTANT → TOOL,5,581,27.600950118764843
ASSISTANT → ASSISTANT → ASSISTANT → TOOL → TOOL,5,581,27.600950118764843
ASSISTANT → ASSISTANT → TOOL → TOOL → TOOL,5,581,27.600950118764843
ASSISTANT → TOOL → TOOL → TOOL → TOOL,5,581,27.600950118764843
