antecedent_text,consequent_item,failure_type,support,confidence,lift,leverage,conviction
NO_USER_REENTRY,FAILURE_NO_FAILURE,No Failure,0.1154394299287411,0.27120535714285715,1.9753885009886307,0.057000581129648335,1.1837461305940424
NO_TOOL_CYCLE & SEQ_SHORT,FAILURE_NO_FAILURE,No Failure,0.05843230403800475,0.26973684210526316,1.9646922236386815,0.02869110420275218,1.181365688729109
NO_TOOL_CYCLE,FAILURE_NO_FAILURE,No Failure,0.05843230403800475,0.26973684210526316,1.9646922236386815,0.02869110420275218,1.181365688729109
SEQ_SHORT,FAILURE_NO_FAILURE,No Failure,0.09121140142517815,0.2666666666666667,1.9423298731257213,0.04425161221162147,1.1764197797451954
ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_SHORT,FAILURE_NO_FAILURE,No Failure,0.0327790973871734,0.2613636363636364,1.903703994966971,0.015560508008869281,1.1679736890188197
ONE_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,FAILURE_NO_FAILURE,No Failure,0.0327790973871734,0.2613636363636364,1.903703994966971,0.015560508008869281,1.1679736890188197
PATTERN_A_T_A & SEQ_SHORT & TOOL_LOW,FAILURE_NO_FAILURE,No Failure,0.0327790973871734,0.2613636363636364,1.903703994966971,0.015560508008869281,1.1679736890188197
ONE_TOOL_CYCLE & SEQ_SHORT,FAILURE_NO_FAILURE,No Failure,0.0327790973871734,0.2613636363636364,1.903703994966971,0.015560508008869281,1.1679736890188197
PATTERN_A_T_A & SEQ_SHORT,FAILURE_NO_FAILURE,No Failure,0.0327790973871734,0.2613636363636364,1.903703994966971,0.015560508008869281,1.1679736890188197
DEPTH_MEDIUM & ONE_TOOL_CYCLE & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.033729216152019,0.46710526315789475,1.7526855239703536,0.01448491037626734,1.376428843728923
DEPTH_MEDIUM & NO_USER_REENTRY,FAILURE_NO_FAILURE,No Failure,0.040380047505938245,0.23415977961432508,1.7055582563603955,0.016704487110770085,1.126485414993421
DEPTH_LOW & NO_TOOL & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.03705463182897862,0.4285714285714285,1.6894060995184588,0.015121106290305285,1.3060570071258906
DEPTH_LOW & NO_TOOL_CYCLE & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.03705463182897862,0.4285714285714285,1.6894060995184588,0.015121106290305285,1.3060570071258906
DEPTH_LOW & SEQ_SHORT & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.03705463182897862,0.4285714285714285,1.6894060995184588,0.015121106290305285,1.3060570071258906
NO_TOOL & NO_TOOL_CYCLE & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.03705463182897862,0.4285714285714285,1.6894060995184588,0.015121106290305285,1.3060570071258906
NO_TOOL & SEQ_SHORT & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.03705463182897862,0.4285714285714285,1.6894060995184588,0.015121106290305285,1.3060570071258906
DEPTH_LOW & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.03705463182897862,0.4285714285714285,1.6894060995184588,0.015121106290305285,1.3060570071258906
NO_TOOL & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.03705463182897862,0.4285714285714285,1.6894060995184588,0.015121106290305285,1.3060570071258906
DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A,FAILURE_NO_FAILURE,No Failure,0.039429928741092635,0.2299168975069252,1.6746542188653202,0.01588481220485102,1.120278883781336
ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03515439429928741,0.44311377245508987,1.662663976859116,0.014010979400928682,1.3171302326769343
ONE_TOOL_CYCLE & SEQ_MEDIUM & TOOL_LOW,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03515439429928741,0.44311377245508987,1.662663976859116,0.014010979400928682,1.3171302326769343
ONE_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03515439429928741,0.44311377245508987,1.662663976859116,0.014010979400928682,1.3171302326769343
ONE_TOOL_CYCLE & SEQ_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03515439429928741,0.44311377245508987,1.662663976859116,0.014010979400928682,1.3171302326769343
DEPTH_MEDIUM & SEQ_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.036104513064133016,0.4342857142857143,1.6295390883626177,0.01394823996705051,1.2965762134408216
NO_USER_REENTRY & PATTERN_A_T_A,FAILURE_NO_FAILURE,No Failure,0.07458432304038004,0.2183588317107093,1.590468307097035,0.027689755756286627,1.1037134090159846
DEPTH_MEDIUM & MULTI_TOOL_CYCLE & NO_USER_REENTRY,FAILURE_NO_FAILURE,No Failure,0.03467933491686461,0.2172619047619048,1.5824785796671612,0.012764766617204826,1.1021666681719244
DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A_T_A,FAILURE_NO_FAILURE,No Failure,0.03467933491686461,0.2172619047619048,1.5824785796671612,0.012764766617204826,1.1021666681719244
DEPTH_MEDIUM & NO_USER_REENTRY & SEQ_MEDIUM,FAILURE_NO_FAILURE,No Failure,0.0342042755344418,0.21492537313432833,1.565459897743118,0.012354929164245288,1.0988864102309366
SEQ_MEDIUM & TOOL_LOW & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03752969121140143,0.4157894736842106,1.560136973449667,0.013474308991711852,1.2555263101581393
MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM,FAILURE_NO_FAILURE,No Failure,0.03515439429928741,0.21203438395415472,1.544402692814864,0.012391940916605074,1.0948546750161952
NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM,FAILURE_NO_FAILURE,No Failure,0.03515439429928741,0.21203438395415472,1.544402692814864,0.012391940916605074,1.0948546750161952
NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM,FAILURE_NO_FAILURE,No Failure,0.03515439429928741,0.21203438395415472,1.544402692814864,0.012391940916605074,1.0948546750161952
NO_USER_REENTRY & SEQ_MEDIUM,FAILURE_NO_FAILURE,No Failure,0.03515439429928741,0.21203438395415472,1.544402692814864,0.012391940916605074,1.0948546750161952
DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A,FAILURE_NO_FAILURE,No Failure,0.03515439429928741,0.20555555555555557,1.49721261053441,0.011674499692509072,1.0859259505340266
DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,FAILURE_NO_FAILURE,No Failure,0.03515439429928741,0.20555555555555557,1.49721261053441,0.011674499692509072,1.0859259505340266
DEPTH_MEDIUM & PATTERN_A_T_A & PATTERN_A_T_A_T_A,FAILURE_NO_FAILURE,No Failure,0.03515439429928741,0.20555555555555557,1.49721261053441,0.011674499692509072,1.0859259505340266
DEPTH_MEDIUM & MULTI_TOOL_CYCLE,FAILURE_NO_FAILURE,No Failure,0.03515439429928741,0.20555555555555557,1.49721261053441,0.011674499692509072,1.0859259505340266
DEPTH_MEDIUM & PATTERN_A_T_A_T_A,FAILURE_NO_FAILURE,No Failure,0.03515439429928741,0.20555555555555557,1.49721261053441,0.011674499692509072,1.0859259505340266
DEPTH_MEDIUM & MULTI_TOOL_CYCLE & SEQ_MEDIUM,FAILURE_NO_FAILURE,No Failure,0.03467933491686461,0.2039106145251397,1.485231292648509,0.011329884169012816,1.0836821269325332
DEPTH_MEDIUM & PATTERN_A_T_A_T_A & SEQ_MEDIUM,FAILURE_NO_FAILURE,No Failure,0.03467933491686461,0.2039106145251397,1.485231292648509,0.011329884169012816,1.0836821269325332
SEQ_LONG & TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0498812351543943,0.3947368421052632,1.481142696312975,0.016203700046828896,1.2118558298048128
MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.07600950118764846,0.39312039312039315,1.475077410906288,0.02448034032757658,1.2086280015771202
PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.07600950118764846,0.39312039312039315,1.475077410906288,0.02448034032757658,1.2086280015771202
PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.07600950118764846,0.39312039312039315,1.475077410906288,0.02448034032757658,1.2086280015771202
SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.07600950118764846,0.39312039312039315,1.475077410906288,0.02448034032757658,1.2086280015771202
DEPTH_HIGH & SEQ_LONG & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.07553444180522566,0.3916256157635469,1.4694686652090305,0.02413188821999425,1.2056583996076435
NO_TOOL_CYCLE & SEQ_SHORT & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.0494061757719715,0.3727598566308244,1.4693998093780625,0.0157828042044448,1.1898445877163215
NO_TOOL_CYCLE & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.0494061757719715,0.3727598566308244,1.4693998093780625,0.0157828042044448,1.1898445877163215
PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0845605700712589,0.3912087912087912,1.4679046443752326,0.026954260018844392,1.204832914583637
SEQ_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.0845605700712589,0.3912087912087912,1.4679046443752326,0.026954260018844392,1.204832914583637
SEQ_SHORT & USER_REENTRY,FAILURE_INTENT_MISUNDERSTANDING,Intent Misunderstanding,0.061282660332541566,0.37175792507204614,1.4654502477090958,0.019464345157158898,1.1879470025496308
DEPTH_HIGH & MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.12256532066508313,0.3845007451564828,1.4427345250523997,0.037611839247126785,1.1917019893830554
MULTI_TOOL_CYCLE & TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.09691211401425179,0.384180790960452,1.4415339839068653,0.02968365107396144,1.191082830307917
PATTERN_A_T_A & TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.09691211401425179,0.384180790960452,1.4415339839068653,0.02968365107396144,1.191082830307917
TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.09691211401425179,0.384180790960452,1.4415339839068653,0.02968365107396144,1.191082830307917
DEPTH_MEDIUM & ONE_TOOL_CYCLE & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.039904988123515436,0.3835616438356164,1.439210802627402,0.012177994933452188,1.1898865135919767
DEPTH_HIGH & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.1007125890736342,0.38336347197106685,1.4384672165759282,0.030698766086853485,1.1895041132340956
DEPTH_HIGH & TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.09643705463182897,0.3830188679245283,1.4371741835670802,0.029335198966379095,1.1888397364655292
PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.07505938242280286,0.3825665859564165,1.435477118428265,0.022770577913688146,1.1879688882678963
DEPTH_HIGH & PATTERN_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.12399049881235154,0.3799126637554585,1.4255189968007846,0.037011300996947646,1.1828844802783447
DEPTH_HIGH & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.12399049881235154,0.3799126637554585,1.4255189968007846,0.037011300996947646,1.1828844802783447
MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.12541567695961994,0.37985611510791367,1.425306813372831,0.037423620945492286,1.1827766173787964
MULTI_TOOL_CYCLE & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.12541567695961994,0.37985611510791367,1.425306813372831,0.037423620945492286,1.1827766173787964
SEQ_SHORT & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.039904988123515436,0.2420749279538905,1.4194087001196085,0.01179117698500911,1.0943742492526396
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10356294536817102,0.37781629116117854,1.4176529285103046,0.030510547785219,1.1788988943952257
PATTERN_A_T_A & PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10356294536817102,0.37781629116117854,1.4176529285103046,0.030510547785219,1.1788988943952257
PATTERN_A_T_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10356294536817102,0.37781629116117854,1.4176529285103046,0.030510547785219,1.1788988943952257
PATTERN_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.1667458432304038,0.37741935483870975,1.4161635328618254,0.04900107762876536,1.1781472684085512
TOOL_LOW & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.040380047505938245,0.23943661971830987,1.4039389540586136,0.011618079338302088,1.0905779889152811
DEPTH_HIGH & MULTI_TOOL_CYCLE & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
DEPTH_HIGH & PATTERN_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
DEPTH_HIGH & PATTERN_A_T_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
DEPTH_HIGH & SEQ_LONG & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
PATTERN_A_T_A & SEQ_LONG & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
DEPTH_HIGH & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
MULTI_TOOL_CYCLE & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
PATTERN_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
PATTERN_A_T_A_T_A & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
SEQ_LONG & TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
TOOL_HIGH,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.03800475059382423,0.3738317757009346,1.402702117380512,0.010910793777963342,1.1713971709150213
SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.04703087885985748,0.37358490566037733,1.401775804661487,0.013479951027132543,1.1709355235669519
MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10308788598574822,0.3734939759036145,1.4014346154672166,0.029529059303434316,1.170765576466289
MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10308788598574822,0.3734939759036145,1.4014346154672166,0.029529059303434316,1.170765576466289
PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10308788598574822,0.3734939759036145,1.4014346154672166,0.029529059303434316,1.170765576466289
MULTI_TOOL_CYCLE & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10308788598574822,0.3734939759036145,1.4014346154672166,0.029529059303434316,1.170765576466289
PATTERN_A_T_A & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10308788598574822,0.3734939759036145,1.4014346154672166,0.029529059303434316,1.170765576466289
PATTERN_A_T_A_T_A & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10308788598574822,0.3734939759036145,1.4014346154672166,0.029529059303434316,1.170765576466289
SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10308788598574822,0.3734939759036145,1.4014346154672166,0.029529059303434316,1.170765576466289
DEPTH_MEDIUM & TOOL_LOW & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.03847980997624703,0.23893805309734514,1.4010156038159096,0.011014155866870531,1.0898635585262113
MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.065083135391924,0.37329700272479566,1.4006955271581012,0.018618265525470974,1.1703976040483324
PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.065083135391924,0.37329700272479566,1.4006955271581012,0.018618265525470974,1.1703976040483324
PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.065083135391924,0.37329700272479566,1.4006955271581012,0.018618265525470974,1.1703976040483324
SEQ_LONG & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.065083135391924,0.37329700272479566,1.4006955271581012,0.018618265525470974,1.1703976040483324
DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10261282660332542,0.37305699481865284,1.3997949627330912,0.02930721447069244,1.1699495494788088
DEPTH_HIGH & PATTERN_A_T_A & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10261282660332542,0.37305699481865284,1.3997949627330912,0.02930721447069244,1.1699495494788088
DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10261282660332542,0.37305699481865284,1.3997949627330912,0.02930721447069244,1.1699495494788088
DEPTH_HIGH & SEQ_LONG,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.10261282660332542,0.37305699481865284,1.3997949627330912,0.02930721447069244,1.1699495494788088
DEPTH_HIGH & SEQ_LONG & TOOL_MEDIUM,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.06460807600950119,0.3726027397260274,1.398090493980905,0.018396420692729114,1.1691024696864403
DEPTH_MEDIUM & USER_REENTRY,FAILURE_WRONG_TOOL_SELECTION,Wrong Tool Selection,0.03847980997624703,0.23823529411764705,1.396894969687039,0.0109331362382293,1.0888581149863812
DEPTH_MEDIUM & PATTERN_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.04275534441805225,0.37037037037037035,1.389714134812174,0.011989776631817689,1.1649573843789298
ONE_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,FAILURE_EXECUTION_CASCADING_ERROR,Execution/Cascading Error,0.04133016627078385,0.37021276595744684,1.3891227670952329,0.011577456683273056,1.164665853501958
