support,itemsets,itemset_length
0.2161520190023753,PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,3
0.2161520190023753,SEQ_MEDIUM & USER_REENTRY,2
0.20475059382422803,ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,3
0.20475059382422803,ONE_TOOL_CYCLE & PATTERN_A_T_A,2
0.20475059382422803,ONE_TOOL_CYCLE & TOOL_LOW,2
0.20475059382422803,ONE_TOOL_CYCLE,1
0.1985748218527316,MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.1985748218527316,MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_MEDIUM,3
0.1985748218527316,PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,3
0.1985748218527316,SEQ_MEDIUM & TOOL_MEDIUM,2
0.19619952494061757,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.19619952494061757,PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.19619952494061757,PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,3
0.19572446555819478,DEPTH_HIGH & PATTERN_A_T_A_T_A & TOOL_MEDIUM & USER_REENTRY,4
0.19334916864608076,MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,4
0.19334916864608076,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,4
0.19334916864608076,PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,4
0.19334916864608076,MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,3
0.19334916864608076,PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,3
0.19334916864608076,PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,3
0.19334916864608076,SEQ_LONG & USER_REENTRY,2
0.19287410926365794,DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_LONG & USER_REENTRY,4
0.19287410926365794,DEPTH_HIGH & PATTERN_A_T_A & SEQ_LONG & USER_REENTRY,4
0.19287410926365794,DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_LONG & USER_REENTRY,4
0.19287410926365794,DEPTH_HIGH & SEQ_LONG & USER_REENTRY,3
0.19049881235154395,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A,3
0.19049881235154395,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE,2
0.18622327790973872,NO_USER_REENTRY & PATTERN_A_T_A & TOOL_LOW,3
0.18622327790973872,NO_USER_REENTRY & TOOL_LOW,2
0.18432304038004751,FAILURE_EXECUTION_CASCADING_ERROR & USER_REENTRY,2
0.18432304038004751,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A,2
0.1833729216152019,PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,3
0.1833729216152019,SEQ_MEDIUM & TOOL_LOW,2
0.17719714964370548,NO_USER_REENTRY & SEQ_SHORT,2
0.17624703087885984,DEPTH_MEDIUM & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_LOW,4
0.17624703087885984,DEPTH_MEDIUM & SEQ_MEDIUM & TOOL_LOW,3
0.17434679334916864,MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.17434679334916864,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.17434679334916864,PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.17434679334916864,MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_MEDIUM,3
0.17434679334916864,PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,3
0.17434679334916864,PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,3
0.17434679334916864,SEQ_LONG & TOOL_MEDIUM,2
0.17339667458432304,DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_MEDIUM,4
0.17339667458432304,DEPTH_HIGH & PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.17339667458432304,DEPTH_HIGH & PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM,4
0.17339667458432304,DEPTH_HIGH & SEQ_LONG & TOOL_MEDIUM,3
0.17244655581947743,DEPTH_MEDIUM & NO_USER_REENTRY,2
0.17197149643705464,FAILURE_PARAMETER_HALLUCINATION,1
0.17149643705463183,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A,3
0.17149643705463183,SEQ_SHORT & TOOL_LOW,2
0.171021377672209,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.171021377672209,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A,3
0.171021377672209,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,3
0.171021377672209,DEPTH_MEDIUM & PATTERN_A_T_A & PATTERN_A_T_A_T_A,3
0.171021377672209,DEPTH_MEDIUM & MULTI_TOOL_CYCLE,2
0.171021377672209,DEPTH_MEDIUM & PATTERN_A_T_A_T_A,2
0.17054631828978623,NO_TOOL & NO_TOOL_CYCLE & SEQ_SHORT,3
0.17054631828978623,NO_TOOL & NO_TOOL_CYCLE,2
0.17054631828978623,NO_TOOL & SEQ_SHORT,2
0.17054631828978623,FAILURE_WRONG_TOOL_SELECTION,1
0.17054631828978623,NO_TOOL,1
0.1700712589073634,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.1700712589073634,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.1700712589073634,DEPTH_MEDIUM & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.1700712589073634,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & SEQ_MEDIUM,3
0.1700712589073634,DEPTH_MEDIUM & PATTERN_A_T_A_T_A & SEQ_MEDIUM,3
0.16864608076009502,DEPTH_LOW & NO_TOOL & NO_TOOL_CYCLE & SEQ_SHORT,4
0.16864608076009502,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.16864608076009502,DEPTH_LOW & NO_TOOL & NO_TOOL_CYCLE,3
0.16864608076009502,DEPTH_LOW & NO_TOOL & SEQ_SHORT,3
0.16864608076009502,DEPTH_LOW & NO_TOOL_CYCLE & SEQ_SHORT,3
0.16864608076009502,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,3
0.16864608076009502,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A,3
0.16864608076009502,DEPTH_LOW & NO_TOOL,2
0.16864608076009502,DEPTH_LOW & NO_TOOL_CYCLE,2
0.16864608076009502,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A,2
0.16864608076009502,TOOL_LOW & USER_REENTRY,2
0.1667458432304038,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & USER_REENTRY,3
0.1657957244655582,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM,4
0.1657957244655582,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.1657957244655582,NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.1657957244655582,MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM,3
0.1657957244655582,NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM,3
0.1657957244655582,NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM,3
0.1657957244655582,NO_USER_REENTRY & SEQ_MEDIUM,2
0.16484560570071258,SEQ_SHORT & USER_REENTRY,2
0.1634204275534442,DEPTH_LOW & NO_USER_REENTRY & SEQ_SHORT,3
0.1634204275534442,DEPTH_LOW & NO_USER_REENTRY,2
0.16199524940617577,FAILURE_INTENT_MISUNDERSTANDING & USER_REENTRY,2
0.16152019002375298,DEPTH_MEDIUM & USER_REENTRY,2
0.16104513064133016,DEPTH_MEDIUM & TOOL_LOW & USER_REENTRY,3
0.15961995249406175,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A,4
0.15961995249406175,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A,4
0.15961995249406175,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.15961995249406175,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & NO_USER_REENTRY,3
0.15961995249406175,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A_T_A,3
0.15914489311163896,DEPTH_MEDIUM & MULTI_TOOL_CYCLE & NO_USER_REENTRY & SEQ_MEDIUM,4
0.15914489311163896,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A & SEQ_MEDIUM,4
0.15914489311163896,DEPTH_MEDIUM & NO_USER_REENTRY & PATTERN_A_T_A_T_A & SEQ_MEDIUM,4
0.15914489311163896,DEPTH_MEDIUM & NO_USER_REENTRY & SEQ_MEDIUM,3
0.1515439429928741,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A,3
0.1515439429928741,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR,2
0.1501187648456057,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A,4
0.1501187648456057,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE,3
0.14299287410926365,FAILURE_PARAMETER_HALLUCINATION & PATTERN_A_T_A,2
0.14251781472684086,MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.14251781472684086,PATTERN_A_T_A & PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.14251781472684086,PATTERN_A_T_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,3
0.13966745843230405,DEPTH_HIGH & PATTERN_A_T_A & SEQ_MEDIUM,3
0.13966745843230405,DEPTH_HIGH & SEQ_MEDIUM,2
0.13824228028503563,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A,3
0.13824228028503563,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE,2
0.13729216152019003,FAILURE_NO_FAILURE,1
0.1368171021377672,MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.1368171021377672,MULTI_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,3
0.1330166270783848,DEPTH_HIGH & PATTERN_A_T_A & SEQ_MEDIUM & USER_REENTRY,4
0.1330166270783848,DEPTH_HIGH & SEQ_MEDIUM & USER_REENTRY,3
0.13254156769596198,DEPTH_HIGH & MULTI_TOOL_CYCLE & PATTERN_A_T_A & SEQ_MEDIUM,4
0.13254156769596198,DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_MEDIUM,4
0.13254156769596198,DEPTH_HIGH & PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM,4
0.13254156769596198,DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_MEDIUM,3
0.13254156769596198,DEPTH_HIGH & SEQ_MEDIUM & TOOL_MEDIUM,3
0.13254156769596198,NO_TOOL_CYCLE & SEQ_SHORT & USER_REENTRY,3
0.13254156769596198,NO_TOOL_CYCLE & USER_REENTRY,2
0.12874109263657957,FAILURE_WRONG_TOOL_SELECTION & PATTERN_A_T_A,2
0.12826603325415678,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,4
0.12826603325415678,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.12826603325415678,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A & TOOL_MEDIUM,4
0.12826603325415678,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A,3
0.12826603325415678,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & TOOL_MEDIUM,3
0.12826603325415678,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_MEDIUM,3
0.12826603325415678,FAILURE_EXECUTION_CASCADING_ERROR & TOOL_MEDIUM,2
0.12636579572446555,MULTI_TOOL_CYCLE & SEQ_LONG & TOOL_MEDIUM & USER_REENTRY,4
0.12636579572446555,PATTERN_A_T_A & SEQ_LONG & TOOL_MEDIUM & USER_REENTRY,4
0.12636579572446555,PATTERN_A_T_A_T_A & SEQ_LONG & TOOL_MEDIUM & USER_REENTRY,4
0.12636579572446555,SEQ_LONG & TOOL_MEDIUM & USER_REENTRY,3
0.12589073634204276,DEPTH_HIGH & MULTI_TOOL_CYCLE & SEQ_MEDIUM & USER_REENTRY,4
0.12589073634204276,DEPTH_HIGH & SEQ_LONG & TOOL_MEDIUM & USER_REENTRY,4
0.12589073634204276,DEPTH_HIGH & SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,4
0.12589073634204276,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A & PATTERN_A_T_A_T_A,4
0.12589073634204276,MULTI_TOOL_CYCLE & SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,4
0.12589073634204276,PATTERN_A_T_A & SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,4
0.12589073634204276,FAILURE_INTENT_MISUNDERSTANDING & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A,3
0.12589073634204276,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & PATTERN_A_T_A_T_A,3
0.12589073634204276,SEQ_MEDIUM & TOOL_MEDIUM & USER_REENTRY,3
0.12589073634204276,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A_T_A,2
0.12541567695961994,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,4
0.12541567695961994,ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_SHORT & TOOL_LOW,4
0.12541567695961994,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & USER_REENTRY,3
0.12541567695961994,ONE_TOOL_CYCLE & PATTERN_A_T_A & SEQ_SHORT,3
0.12541567695961994,ONE_TOOL_CYCLE & SEQ_SHORT & TOOL_LOW,3
0.12541567695961994,PATTERN_A_T_A & SEQ_SHORT & TOOL_LOW,3
0.12541567695961994,ONE_TOOL_CYCLE & SEQ_SHORT,2
0.12541567695961994,PATTERN_A_T_A & SEQ_SHORT,2
0.12399049881235154,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & USER_REENTRY,4
0.12399049881235154,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & USER_REENTRY,3
0.12256532066508313,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & USER_REENTRY,4
0.12256532066508313,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & SEQ_MEDIUM,3
0.12256532066508313,PATTERN_A_T_A & TOOL_LOW & USER_REENTRY,3
0.12256532066508313,FAILURE_EXECUTION_CASCADING_ERROR & SEQ_MEDIUM,2
0.12066508313539193,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A & TOOL_MEDIUM,4
0.12066508313539193,MULTI_TOOL_CYCLE & NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.12066508313539193,NO_USER_REENTRY & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.12066508313539193,MULTI_TOOL_CYCLE & NO_USER_REENTRY & TOOL_MEDIUM,3
0.12066508313539193,NO_USER_REENTRY & PATTERN_A_T_A & TOOL_MEDIUM,3
0.12066508313539193,NO_USER_REENTRY & PATTERN_A_T_A_T_A & TOOL_MEDIUM,3
0.12066508313539193,NO_USER_REENTRY & TOOL_MEDIUM,2
0.1159144893111639,DEPTH_MEDIUM & ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW,4
0.1159144893111639,DEPTH_MEDIUM & ONE_TOOL_CYCLE & PATTERN_A_T_A,3
0.1159144893111639,DEPTH_MEDIUM & ONE_TOOL_CYCLE & TOOL_LOW,3
0.1159144893111639,DEPTH_MEDIUM & ONE_TOOL_CYCLE,2
0.1154394299287411,DEPTH_MEDIUM & PATTERN_A_T_A & USER_REENTRY,3
0.1154394299287411,FAILURE_NO_FAILURE & NO_USER_REENTRY,2
0.11496437054631829,DEPTH_MEDIUM & PATTERN_A_T_A & TOOL_LOW & USER_REENTRY,4
0.11306413301662707,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE & PATTERN_A_T_A,3
0.11306413301662707,FAILURE_PARAMETER_HALLUCINATION & MULTI_TOOL_CYCLE,2
0.11258907363420427,FAILURE_INTENT_MISUNDERSTANDING & PATTERN_A_T_A & USER_REENTRY,3
0.11211401425178147,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & TOOL_MEDIUM,4
0.11211401425178147,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & TOOL_MEDIUM,4
0.11211401425178147,DEPTH_HIGH & FAILURE_EXECUTION_CASCADING_ERROR & TOOL_MEDIUM,3
0.11163895486935867,ONE_TOOL_CYCLE & PATTERN_A_T_A & TOOL_LOW & USER_REENTRY,4
0.11163895486935867,ONE_TOOL_CYCLE & PATTERN_A_T_A & USER_REENTRY,3
0.11163895486935867,ONE_TOOL_CYCLE & TOOL_LOW & USER_REENTRY,3
0.11163895486935867,ONE_TOOL_CYCLE & USER_REENTRY,2
0.10783847980997625,FAILURE_WRONG_TOOL_SELECTION & USER_REENTRY,2
0.10641330166270783,FAILURE_EXECUTION_CASCADING_ERROR & MULTI_TOOL_CYCLE & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.10641330166270783,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A & PATTERN_A_T_A_T_A & TOOL_MEDIUM,4
0.10641330166270783,FAILURE_EXECUTION_CASCADING_ERROR & PATTERN_A_T_A_T_A & TOOL_MEDIUM,3
