pattern_text,failure_type,overall_support_percent,class_support_percent,enrichment_ratio
ASSISTANT → ASSISTANT → ASSISTANT,Execution/Cascading Error,65.7957244655582,84.67023172905526,1.2868652547989987
ASSISTANT → ASSISTANT → TOOL,Execution/Cascading Error,65.7957244655582,84.67023172905526,1.2868652547989987
ASSISTANT → TOOL → TOOL,Execution/Cascading Error,65.7957244655582,84.67023172905526,1.2868652547989987
TOOL → ASSISTANT → ASSISTANT,Execution/Cascading Error,65.7957244655582,84.67023172905526,1.2868652547989987
TOOL → ASSISTANT → TOOL,Execution/Cascading Error,65.7957244655582,84.67023172905526,1.2868652547989987
TOOL → TOOL → ASSISTANT,Execution/Cascading Error,65.7957244655582,84.67023172905526,1.2868652547989987
USER → TOOL → TOOL,Execution/Cascading Error,65.7957244655582,84.67023172905526,1.2868652547989987
TOOL → TOOL,Execution/Cascading Error,65.7957244655582,84.67023172905526,1.2868652547989987
USER → USER → ASSISTANT,Execution/Cascading Error,57.43467933491686,69.16221033868094,1.2041890220258344
USER → USER,Execution/Cascading Error,57.43467933491686,69.16221033868094,1.2041890220258344
USER → ASSISTANT → TOOL → ASSISTANT,Execution/Cascading Error,82.94536817102139,99.10873440285205,1.194867616941601
ASSISTANT → TOOL → ASSISTANT,Execution/Cascading Error,82.94536817102139,99.10873440285205,1.194867616941601
USER → ASSISTANT → ASSISTANT,Execution/Cascading Error,82.94536817102139,99.10873440285205,1.194867616941601
USER → ASSISTANT → TOOL,Execution/Cascading Error,82.94536817102139,99.10873440285205,1.194867616941601
USER → TOOL → ASSISTANT,Execution/Cascading Error,82.94536817102139,99.10873440285205,1.194867616941601
ASSISTANT → ASSISTANT,Execution/Cascading Error,82.94536817102139,99.10873440285205,1.194867616941601
ASSISTANT → TOOL,Execution/Cascading Error,82.94536817102139,99.10873440285205,1.194867616941601
TOOL → ASSISTANT,Execution/Cascading Error,82.94536817102139,99.10873440285205,1.194867616941601
USER → TOOL,Execution/Cascading Error,82.94536817102139,99.10873440285205,1.194867616941601
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,Parameter Hallucination,47.458432304038006,55.52486187845304,1.1699683108522887
USER → USER → ASSISTANT,Intent Misunderstanding,57.43467933491686,63.857677902621724,1.1118313646403535
USER → USER,Intent Misunderstanding,57.43467933491686,63.857677902621724,1.1118313646403535
USER → USER → ASSISTANT,Wrong Tool Selection,57.43467933491686,63.231197771587745,1.1009236667426983
USER → USER,Wrong Tool Selection,57.43467933491686,63.231197771587745,1.1009236667426983
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
ASSISTANT → TOOL → ASSISTANT → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
ASSISTANT → TOOL → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
TOOL → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → ASSISTANT → ASSISTANT → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → ASSISTANT → ASSISTANT → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → ASSISTANT → TOOL → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → TOOL → ASSISTANT → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → TOOL → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
ASSISTANT → ASSISTANT → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
ASSISTANT → ASSISTANT → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
ASSISTANT → TOOL → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
TOOL → ASSISTANT → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
TOOL → ASSISTANT → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
TOOL → TOOL → ASSISTANT,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → TOOL → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
TOOL → TOOL,Parameter Hallucination,65.7957244655582,72.09944751381215,1.095807487484293
USER → ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,82.94536817102139,85.91160220994475,1.0357612981210405
ASSISTANT → TOOL → ASSISTANT,Parameter Hallucination,82.94536817102139,85.91160220994475,1.0357612981210405
USER → ASSISTANT → ASSISTANT,Parameter Hallucination,82.94536817102139,85.91160220994475,1.0357612981210405
USER → ASSISTANT → TOOL,Parameter Hallucination,82.94536817102139,85.91160220994475,1.0357612981210405
USER → TOOL → ASSISTANT,Parameter Hallucination,82.94536817102139,85.91160220994475,1.0357612981210405
ASSISTANT → ASSISTANT,Parameter Hallucination,82.94536817102139,85.91160220994475,1.0357612981210405
ASSISTANT → TOOL,Parameter Hallucination,82.94536817102139,85.91160220994475,1.0357612981210405
TOOL → ASSISTANT,Parameter Hallucination,82.94536817102139,85.91160220994475,1.0357612981210405
USER → TOOL,Parameter Hallucination,82.94536817102139,85.91160220994475,1.0357612981210405
USER → ASSISTANT,Intent Misunderstanding,100.0,100.0,1.0
USER → ASSISTANT,Wrong Tool Selection,100.0,100.0,1.0
USER → ASSISTANT,Parameter Hallucination,100.0,100.0,1.0
USER → ASSISTANT,Execution/Cascading Error,100.0,100.0,1.0
USER → ASSISTANT,No Failure,100.0,100.0,1.0
USER → USER → ASSISTANT,Parameter Hallucination,57.43467933491686,57.182320441988956,0.9956061582331411
USER → USER,Parameter Hallucination,57.43467933491686,57.182320441988956,0.9956061582331411
USER → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,82.94536817102139,82.45125348189416,0.9940428899163068
ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,82.94536817102139,82.45125348189416,0.9940428899163068
USER → ASSISTANT → ASSISTANT,Wrong Tool Selection,82.94536817102139,82.45125348189416,0.9940428899163068
USER → ASSISTANT → TOOL,Wrong Tool Selection,82.94536817102139,82.45125348189416,0.9940428899163068
USER → TOOL → ASSISTANT,Wrong Tool Selection,82.94536817102139,82.45125348189416,0.9940428899163068
ASSISTANT → ASSISTANT,Wrong Tool Selection,82.94536817102139,82.45125348189416,0.9940428899163068
ASSISTANT → TOOL,Wrong Tool Selection,82.94536817102139,82.45125348189416,0.9940428899163068
TOOL → ASSISTANT,Wrong Tool Selection,82.94536817102139,82.45125348189416,0.9940428899163068
USER → TOOL,Wrong Tool Selection,82.94536817102139,82.45125348189416,0.9940428899163068
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,Intent Misunderstanding,47.458432304038006,45.31835205992509,0.9549062170785017
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
ASSISTANT → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
ASSISTANT → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → ASSISTANT → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → ASSISTANT → ASSISTANT → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → ASSISTANT → TOOL → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
ASSISTANT → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
ASSISTANT → ASSISTANT → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
ASSISTANT → TOOL → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
TOOL → ASSISTANT → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
TOOL → TOOL → ASSISTANT,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → TOOL → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
TOOL → TOOL,Wrong Tool Selection,65.7957244655582,62.67409470752089,0.9525557354464366
USER → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,82.94536817102139,77.52808988764045,0.9346885980153673
ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,82.94536817102139,77.52808988764045,0.9346885980153673
USER → ASSISTANT → ASSISTANT,Intent Misunderstanding,82.94536817102139,77.52808988764045,0.9346885980153673
USER → ASSISTANT → TOOL,Intent Misunderstanding,82.94536817102139,77.52808988764045,0.9346885980153673
USER → TOOL → ASSISTANT,Intent Misunderstanding,82.94536817102139,77.52808988764045,0.9346885980153673
ASSISTANT → ASSISTANT,Intent Misunderstanding,82.94536817102139,77.52808988764045,0.9346885980153673
ASSISTANT → TOOL,Intent Misunderstanding,82.94536817102139,77.52808988764045,0.9346885980153673
TOOL → ASSISTANT,Intent Misunderstanding,82.94536817102139,77.52808988764045,0.9346885980153673
USER → TOOL,Intent Misunderstanding,82.94536817102139,77.52808988764045,0.9346885980153673
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
ASSISTANT → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
ASSISTANT → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
TOOL → ASSISTANT → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → ASSISTANT → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → ASSISTANT → ASSISTANT → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → ASSISTANT → TOOL → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → TOOL → ASSISTANT → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → TOOL → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
ASSISTANT → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
ASSISTANT → ASSISTANT → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
ASSISTANT → TOOL → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
TOOL → ASSISTANT → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
TOOL → ASSISTANT → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
TOOL → TOOL → ASSISTANT,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
USER → TOOL → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
TOOL → TOOL,Intent Misunderstanding,65.7957244655582,61.23595505617978,0.9306980894820104
ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
ASSISTANT → TOOL → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
ASSISTANT → TOOL → ASSISTANT → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
ASSISTANT → TOOL → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
TOOL → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
USER → ASSISTANT → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT → TOOL,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
USER → ASSISTANT → ASSISTANT → TOOL → TOOL → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT → ASSISTANT,Wrong Tool Selection,47.458432304038006,43.73259052924791,0.9214925231638322
USER → ASSISTANT → TOOL → ASSISTANT,No Failure,82.94536817102139,58.47750865051903,0.7050123465598084
ASSISTANT → TOOL → ASSISTANT,No Failure,82.94536817102139,58.47750865051903,0.7050123465598084
USER → ASSISTANT → ASSISTANT,No Failure,82.94536817102139,58.47750865051903,0.7050123465598084
USER → ASSISTANT → TOOL,No Failure,82.94536817102139,58.47750865051903,0.7050123465598084
USER → TOOL → ASSISTANT,No Failure,82.94536817102139,58.47750865051903,0.7050123465598084
ASSISTANT → ASSISTANT,No Failure,82.94536817102139,58.47750865051903,0.7050123465598084
ASSISTANT → TOOL,No Failure,82.94536817102139,58.47750865051903,0.7050123465598084
TOOL → ASSISTANT,No Failure,82.94536817102139,58.47750865051903,0.7050123465598084
USER → TOOL,No Failure,82.94536817102139,58.47750865051903,0.7050123465598084
USER → ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
ASSISTANT → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → ASSISTANT → ASSISTANT → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → ASSISTANT → TOOL → ASSISTANT → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → ASSISTANT → TOOL → ASSISTANT → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → ASSISTANT → TOOL → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
ASSISTANT → ASSISTANT → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
ASSISTANT → TOOL → ASSISTANT → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
ASSISTANT → TOOL → ASSISTANT → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
ASSISTANT → TOOL → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
TOOL → ASSISTANT → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → ASSISTANT → ASSISTANT → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → ASSISTANT → ASSISTANT → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → ASSISTANT → TOOL → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → TOOL → ASSISTANT → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → TOOL → ASSISTANT → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
USER → TOOL → TOOL → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
ASSISTANT → ASSISTANT → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
ASSISTANT → ASSISTANT → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
ASSISTANT → TOOL → TOOL,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
TOOL → ASSISTANT → ASSISTANT,No Failure,65.7957244655582,33.56401384083045,0.5101245424905999
